Date,Team,Opp,Shots/90,OppShotsA/90,SoT/90,Opp_SoTA/90,Win_Odds,CS_Odds,Odds_GF,OddsShark_GF,FiveThirtyEight_Odds,Opp_Odds,Opp_CS_Odds,Opp_Odds_INV,Opp_CS_Odds_INV,Opp_FiveThirtyEight_Odds,Opp_FiveThirtyEight_Odds_INV,Real_SoT,Real_Shots,Real_Goals,SoT%
11/28/20,RB Leipzig,Arminia,,,,,80.00,54.64,2.42,3.6,82,7.14,7.69,92.86,92.31,4,96,,,,
11/28/20,Arminia,RB Leipzig,,,,,7.14,7.69,0.81,0,4,80.00,54.64,20.00,45.36,82,18,,,,
11/28/20,Union Berlin,Eint Frankfurt,,,,,37.88,25.00,1.63,1.6,37,35.71,25.00,64.29,75.00,37,63,,,,
11/28/20,Eint Frankfurt,Union Berlin,,,,,35.71,25.00,1.62,1.4,37,37.88,25.00,62.12,75.00,37,63,,,,
11/28/20,Stuttgart,Bayern Munich,,,,,10.42,5.88,1.21,0.2,8,74.63,36.36,25.37,63.64,79,21,,,,
11/28/20,Bayern Munich,Stuttgart,,,,,74.63,36.36,2.54,3.7,79,10.42,5.88,89.58,94.12,8,92,,,,
11/28/20,M'Gladbach,Schalke 04,,,,,71.43,47.62,2.22,3.1,76,11.11,11.11,88.89,88.89,8,92,,,,
11/28/20,Schalke 04,M'Gladbach,,,,,11.11,11.11,0.96,0,8,71.43,47.62,28.57,52.38,76,24,,,,
11/29/20,Leverkusen,Hertha BSC,,,,,54.95,36.36,1.93,2.4,60,21.05,16.67,78.95,83.33,18,82,,,,
11/29/20,Hertha BSC,Leverkusen,,,,,21.05,16.67,1.28,0.7,18,54.95,36.36,45.05,63.64,60,40,,,,
11/29/20,Mainz 05,Hoffenheim,,,,,30.30,16.67,1.60,1,29,46.30,25.00,53.70,75.00,48,52,,,,
11/29/20,Hoffenheim,Mainz 05,,,,,46.30,25.00,1.86,2,48,30.30,16.67,69.70,83.33,29,71,,,,
